en_test,zh_test,GOOGLE,BLEU-1,BLEU-2,BLEU-3,BLEU-4,CHRF,CHRF++,TER,ROUGE1-R,ROUGE1-P,ROUGE1-F,ROUGE2-R,ROUGE2-P,ROUGE2-F,ROUGEL-R,ROUGEL-P,ROUGEL-F,BERTSCORE-R,BERTSCORE-P,BERTSCORE-F
"But to an outsider, it seems to be  as impenetrable as the Great Wall of China.",但对于门外汉来说， 汉字就跟中国的长城一样 高不可攀。,但在外人看来，它就像中国的长城一样坚不可摧。,59.49,41.596,33.543,28.855,29.333,25.143,44,0.571,0.571,0.571,0.231,0.231,0.231,0.571,0.571,0.571,0.803,0.828,0.815
"Over the past few years, I've been wondering  if I can break down this wall,  so anyone who wants to understand and appreciate  the beauty of this sophisticated language could do so.",过去几年，我一直思考 如何能够攻克这堵墙， 让那些要理解和欣赏 这复杂语言优雅地方的人， 可以这样做。,在过去的几年里，我一直在想是否可以打破这堵墙，所以任何想要理解和欣赏这种复杂语言之美的人都可以这样做。,62.745,53.724,44.539,36.834,29.558,25.336,46.809,0.667,0.6,0.632,0.345,0.312,0.328,0.6,0.545,0.571,0.873,0.859,0.866
"I started thinking about how a new, fast method  of learning Chinese might be useful.",我开始思考，如何创造一种新的、 快速的方法， 有助于学习汉字。,我开始思考一种新的、快速的学习中文的方法可能会有什么用处。,65.517,57.235,49.506,42.513,35.33,30.282,55.172,0.688,0.647,0.667,0.471,0.444,0.457,0.611,0.579,0.595,0.83,0.83,0.83
"Since the age of five, I started to learn how to draw  every single stroke for each character  in the correct sequence.",从五岁起，我开始学习 如何按照正确顺序、一笔一划的 书写每个汉字。,从五岁起，我就开始学习如何按照正确的顺序画出每个汉字的每一个笔划。,81.818,67.84,59.235,52.542,44.818,38.416,32.258,0.789,0.75,0.769,0.5,0.45,0.474,0.737,0.667,0.7,0.901,0.907,0.904
"I learned new characters every day  Since we only have five minutes,  it's better that we have a fast and simpler way.",我每天都学习新的汉字。 因为我们只有五分钟时间， 最好有一个更简易便捷的学习方式。,我每天都学习新的字符，因为我们只有五分钟的时间，所以我们最好有一个快速而简单的方法。,71.429,60.486,53.773,47.714,40.619,34.817,41.026,0.762,0.727,0.744,0.478,0.44,0.458,0.708,0.654,0.68,0.902,0.891,0.897
"A Chinese scholar would understand 20,000 characters.",一位中文学者认识二万个汉字，,一个中国学者能看懂两万个汉字。,53.333,39.036,28.62,21.024,17.604,15.089,50,0.286,0.286,0.286,0,0,0,0.286,0.286,0.286,0.858,0.85,0.854
"You only need 1,000 to understand the basic literacy.",你只需认识一千个汉字， 就可看懂简单的文学作品。,你只需要1000就可以了解基本的识字。,36.318,21.656,12.932,8.561,11.653,9.988,73.913,0.333,0.455,0.385,0.071,0.1,0.083,0.333,0.455,0.385,0.734,0.802,0.766
"The top 200 will allow you to comprehend  40 percent of basic literature --  enough to read road signs, restaurant menus,  to understand the basic idea of the web pages  or the newspapers.",认识顶部二百个汉字， 让你看明白百分之四十的基本文献—— 足以读懂路标、餐厅菜单、 以了解中文网页的基本想法 或报纸内容。,前 200 名可以让你理解 40% 的基础文献——足以阅读路标、餐馆菜单，理解网页或报纸的基本概念。,48.7,36.602,26.626,19.214,22.214,16.661,57.143,0.483,0.583,0.528,0.194,0.231,0.211,0.424,0.519,0.467,0.799,0.86,0.828
Today I'm going to start with eight  to show you how the method works.,今天我用八个汉字 来展示这个方法如何有效。,今天我将从八个开始向您展示该方法的工作原理。,45.455,32.898,17.556,10.924,12.377,10.609,65,0.455,0.333,0.385,0,0,0,0.455,0.333,0.385,0.763,0.746,0.755
You are ready?,大家准备好了吗？,你准备好了？,59.711,50.666,45.139,38.498,37.778,32.381,37.5,0.5,0.4,0.444,0,0,0,0.5,0.4,0.444,0.853,0.905,0.878
Open your mouth as wide as possible  until it's square.,把你的嘴张得越大越好， 直到变成正方形。,尽可能张大嘴，直到形成方形。,49.977,32.801,23.237,14.133,19.811,16.981,52.632,0.25,0.429,0.316,0.091,0.167,0.118,0.25,0.429,0.316,0.771,0.846,0.807
You get a mouth.,这就是一个“口“字。,你得到一张嘴。,18.613,10.052,6.904,5.088,4.762,4.082,80,0.143,0.2,0.167,0,0,0,0.125,0.2,0.154,0.63,0.647,0.638
This is a person going for a walk.,这是一个人正在散步。,这是一个去散步的人。,80,59.628,44.629,33.569,27.288,23.39,40,0.833,0.714,0.769,0.2,0.167,0.182,0.667,0.571,0.615,0.839,0.85,0.844
Person.,“人”字。,人。,22.313,15.778,0,0,50,33.333,60,0.4,1,0.571,0,0,0,0.4,1,0.571,0.625,0.771,0.691
"If the shape of the fire is a person  with two arms on both sides,  as if she was yelling frantically,  ""Help! I'm on fire!"" --  This symbol actually is originally from the shape of the flame,  but I like to think that way. Whichever works for you.",“火”字的形状就是 一个人在两边有两只胳膊， 好像她正在大喊大叫： “救命啊！我着火了！” —— 实际上，这符号最初 来自于火苗的形状， 但是我喜欢那方法。 大家随便选。,若火的形状是一个人，两侧有两只手臂，仿佛在疯狂呼喊：“救命！我着火了！” ——这个符号实际上最初是来自火焰的形状，但我喜欢这样想。无论哪个对你有用。,66.138,50.218,39.263,30.079,27.393,20.545,44.737,0.548,0.575,0.561,0.28,0.298,0.289,0.538,0.571,0.554,0.845,0.843,0.844
This is a tree.,这是一棵树木。,这是一棵树。,84.648,75.712,71.395,67.318,61.944,53.095,14.286,0.5,0.667,0.571,0,0,0,0.5,0.667,0.571,0.939,0.965,0.952
Tree.,"""木""。",树。,18.394,18.394,0,0,25,16.667,75,0.333,0.5,0.4,0,0,0,0.25,0.5,0.333,0.651,0.748,0.696
This is a mountain.,"这是一座""山""。",这是一座山。,71.653,55.502,47.967,40.294,40.556,34.762,25,0.8,1,0.889,0.2,0.333,0.25,0.667,1,0.8,0.865,0.963,0.911
The sun.,"""日""。",太阳。,23.884,20.684,19.716,0,11.111,8.333,75,0.333,0.5,0.4,0,0,0,0.25,0.5,0.333,0.627,0.652,0.64
The moon.,"""月""。",月亮。,47.769,29.252,24.841,0,22.222,16.667,50,0.333,0.5,0.4,0,0,0,0.25,0.5,0.333,0.681,0.758,0.717
The symbol of the door  looks like a pair of saloon doors in the wild west.,“門”的符号 就像狂野西部片里轿车上的一对门。,门的符号看起来像狂野西部的一对轿车门。,67.416,56.554,43.148,30.43,30.514,26.154,45.455,0.533,0.8,0.64,0.267,0.364,0.308,0.5,0.667,0.571,0.826,0.854,0.84
I call these eight characters radicals.,我称这八个字为基本字，,我把这八个字称为部首。,63.636,43.693,34.877,26.986,21.393,18.337,54.545,0.429,0.375,0.4,0.286,0.286,0.286,0.375,0.375,0.375,0.832,0.821,0.826
They are the building blocks  for you to create lots more characters.,它们是一堆组件， 以创造出很多其他的字。,它们是您创建更多角色的构建块。,35.743,19.776,13.208,9.26,11.441,9.806,73.684,0.308,0.364,0.333,0.083,0.1,0.091,0.308,0.364,0.333,0.717,0.747,0.731
A person.,一个“人”。,一个人。,60.653,35.018,26.493,23.043,33.333,26.667,33.333,0.6,1,0.75,0,0,0,0.6,1,0.75,0.761,0.842,0.799
"If someone walks behind, that is ""to follow.""",如果另一个人走在后面， 意思就是“跟随”。,如果有人走在后面，那就是“跟随”。,73.961,68.189,61.609,55.952,56.116,48.1,25,0.714,0.833,0.769,0.538,0.636,0.583,0.714,0.833,0.769,0.871,0.921,0.895
"As the old saying goes,  two is company, three is a crowd.",有句谚语， 二人为从，三人为众。,俗话说，二人为伴，三人为众。,66.504,61.729,56.188,49.504,41.74,35.777,33.333,0.5,0.667,0.571,0.375,0.5,0.429,0.556,0.714,0.625,0.86,0.883,0.871
"If a person stretched their arms wide,  this person is saying, ""It was this big.""",如果有个人打开双臂， 这个人说：「它有这么大。」,如果一个人张开双臂，这个人就是在说：“它有这么大。”,73.077,63.971,53.539,46.488,39.004,33.432,30.435,0.75,0.667,0.706,0.5,0.444,0.471,0.706,0.632,0.667,0.9,0.862,0.881
"The person inside the mouth, the person is trapped.",把“人”放在“口”里，这个人被困住了。,人在嘴里，人就被困住了。,46.503,34.345,27.029,22.245,32.252,27.644,52.632,0.462,0.667,0.545,0.2,0.333,0.25,0.438,0.7,0.538,0.718,0.806,0.759
"He's a prisoner, just like Jonah inside the whale.","他就变成了""囚""徒， 就像约拿被困在鲸鱼肚子里。",他是一个囚犯，就像鲸鱼里面的约拿一样。,46.904,29.059,15.906,10.047,14.333,12.286,69.565,0.471,0.571,0.516,0.167,0.231,0.194,0.368,0.5,0.424,0.762,0.792,0.777
"One tree is a tree. Two trees together, we have the woods.","一棵树是""木""。 两棵树在一起，就是“树林”。",一棵树就是一棵树。两棵树在一起，我们就有了树林。,66.667,56.466,46.639,39.423,34.318,29.416,40.909,0.615,0.667,0.64,0.286,0.308,0.296,0.533,0.571,0.552,0.832,0.837,0.835
"Three trees together, we create the forest.",三棵树在一起，就是“森林”。,三棵树在一起，我们创造了森林。,66.667,57.735,50.424,45.467,39.289,33.676,42.857,0.667,0.667,0.667,0.375,0.375,0.375,0.667,0.667,0.667,0.825,0.806,0.815
"Put a plank underneath the tree, we have the foundation.",把一块木板放在树下面， 我们就有了“基本”。,在树下放一块木板，我们就有了地基。,74.385,60.616,51.365,41.825,42.596,36.511,33.333,0.6,0.75,0.667,0.357,0.455,0.4,0.533,0.667,0.593,0.839,0.892,0.865
"Put a mouth on the top of the tree, that's ""idiot.""   Easy to remember,  since a talking tree is pretty idiotic.",把一张嘴放在树上，那是“呆子”。  记起来非常容易， 因为一棵会说话的树 是很呆傻的事情。,在树顶上放一张嘴，那就是“白痴”。很容易记住，因为会说话的树非常愚蠢。,67.397,48.353,31.018,19.91,24.301,20.829,51.22,0.5,0.571,0.533,0.222,0.273,0.245,0.464,0.565,0.51,0.825,0.865,0.844
Remember fire?,还记得“火”吗？,还记得火吗？,71.653,55.502,38.071,28.492,30.833,26.429,25,0.714,1,0.833,0.333,0.5,0.4,0.714,1,0.833,0.84,0.923,0.879
"Two fires together, I get really hot.",两团“火”在一起，就变得非常“炎热”了。,两堆火在一起，我感到非常热。,46.531,30.54,21.635,15.649,21.326,18.279,50,0.308,0.444,0.364,0.071,0.125,0.091,0.267,0.444,0.333,0.753,0.832,0.79
"Three fires together, that's a lot of flames.",三团“火”在一起，就是“焱”， 非常多的火焰。,三把火连在一起，就是很多火。,44.371,31.044,26.276,22.991,34.792,29.821,50,0.286,0.5,0.364,0.062,0.125,0.083,0.235,0.444,0.308,0.784,0.864,0.822
"Set the fire underneath the two trees, it's burning.",把火放在两棵树下， 就会“焚烧”。,把火放在两棵树下，它正在燃烧。,68.604,60.559,56.953,54.218,53.296,45.682,31.25,0.583,0.7,0.636,0.455,0.556,0.5,0.583,0.7,0.636,0.832,0.85,0.841
"For us, the sun is the source of prosperity.",对于我们来说， 太阳是一切生机的来源。,对于我们来说，太阳是繁荣的源泉。,71.703,61.617,57.636,54.921,57.949,49.671,33.333,0.727,0.8,0.762,0.5,0.556,0.526,0.727,0.8,0.762,0.884,0.924,0.904
"Two suns together, prosperous.",两个太阳在一起，就是“昌”盛。,两个太阳在一起，繁荣昌盛。,72.55,64.397,57.884,53.698,56.295,48.253,26.667,0.545,0.857,0.667,0.4,0.667,0.5,0.545,0.857,0.667,0.838,0.875,0.856
"Three together, that's sparkles.",三个太阳在一起， 那就“闪闪发光亮晶晶”。,三个人在一起，真是闪闪发光。,51.184,42.372,33.908,26.068,30.655,26.276,45,0.5,0.75,0.6,0.182,0.286,0.222,0.5,0.75,0.6,0.752,0.828,0.788
"Put the sun and the moon shining together,  it's brightness.",当太阳和月亮在一起闪耀时， 那就是“光明”。,把太阳和月亮放在一起照耀，那就是光明。,75.797,61.565,49.38,37.756,33.413,28.64,28.571,0.6,0.75,0.667,0.286,0.364,0.32,0.6,0.75,0.667,0.861,0.899,0.88
"It also means tomorrow, after a day and a night.","一个白天一个夜晚之后，就是""明天""。",也意味着一天一夜之后的明天。,48.309,28.944,13.791,8.181,14.56,12.48,66.667,0.333,0.375,0.353,0,0,0,0.273,0.375,0.316,0.714,0.741,0.727
The sun is coming up above the horizon. Sunrise.,太阳正从地平线上升起。“旦”。,太阳正在从地平线上升起。日出。,80,71.714,65.181,58.282,51.027,43.737,26.667,0.6,0.75,0.667,0.4,0.5,0.444,0.636,0.778,0.7,0.887,0.894,0.89
"A door. Put a plank inside the door,  it's a door bolt.",一扇“门”。在门里放块木板， 就是“门闩”。,一扇门。在门内放一块木板，这就是门栓。,71.06,49.873,34.059,21.713,23.622,20.248,38.095,0.417,0.455,0.435,0.154,0.182,0.167,0.4,0.5,0.444,0.844,0.886,0.865
"Put a mouth inside the door, asking questions.",把一张嘴放在门里，就是“问”。,在门内放一张嘴，问问题。,58.41,35.223,21.299,14.299,18.712,16.039,53.333,0.333,0.5,0.4,0,0,0,0.333,0.5,0.4,0.777,0.813,0.795
Knock knock. Is anyone home?,“砰砰”，有人在家吗？,敲敲。有人在家吗？,53.382,51.687,49.63,47.035,50.218,43.044,45.455,0.5,0.667,0.571,0.429,0.6,0.5,0.5,0.667,0.571,0.881,0.92,0.9
"This person is sneaking out of a door,  escaping, evading.",这人正要溜出门口， “躲闪”，“逃避”。,这个人正在偷偷溜出一扇门，逃跑，逃避。,57.895,31.063,14.158,8.16,12.427,10.652,68.421,0.455,0.5,0.476,0,0,0,0.429,0.545,0.48,0.754,0.771,0.762
"On the left, we have a woman.",左边，我们有一个女人。,左边，我们有一个女人。,100,100,100,100,100,100,0,1,1,1,1,1,1,1,1,1,1,1,1
"Two women together, they have an argument.",两个女人在一起，准会有场争论。,两个女人在一起，她们发生争执。,66.667,57.735,53.583,50.317,45.142,38.693,33.333,0.667,0.75,0.706,0.5,0.571,0.533,0.667,0.75,0.706,0.825,0.844,0.835
"Three women together, be careful, it's adultery.","三个女人在一起，要小心，就是通""姦""。",三个女人在一起，小心，这是通奸。,72.54,63.318,54.979,47.979,50.539,43.319,26.316,0.583,0.778,0.667,0.385,0.556,0.455,0.571,0.8,0.667,0.834,0.885,0.859
So we have gone through almost 30 characters.,我们已经学了差不多三十个汉字，,这样我们就已经经历了近30个角色了。,35.294,21.004,11.372,7.159,7.516,6.443,86.667,0.286,0.182,0.222,0,0,0,0.286,0.167,0.211,0.768,0.745,0.756
