en_test,zh_test,M2M100,BLEU-1,BLEU-2,BLEU-3,BLEU-4,CHRF,CHRF++,TER,ROUGE1-R,ROUGE1-P,ROUGE1-F,ROUGE2-R,ROUGE2-P,ROUGE2-F,ROUGEL-R,ROUGEL-P,ROUGEL-F,BERTSCORE-R,BERTSCORE-P,BERTSCORE-F
A deeper motivation comes from the idea that  perhaps the most simple and powerful way  to find fundamental laws connecting consciousness  to physical processing  is to link consciousness to information.,从这个想法中得到的一个更深的动机是 也许找出将意识与物理过程 联系在一起的 最简单和最有力的方式 就是将意识与信息相结合。,"更深的动机来自于认为,找到将意识与物理处理相连的基本法则的最简单、最强大的方法就是将意识与信息相连。",55.639,45.53,39.165,33.981,32.371,27.746,54.386,0.414,0.5,0.453,0.273,0.31,0.29,0.5,0.562,0.529,0.813,0.835,0.824
"Wherever there's information processing,  there's consciousness.",有信息处理的地方 就有意识。,"无论在哪里有信息处理,都有意识。",56.25,51.235,45.428,38.352,28.34,24.292,69.231,0.571,0.444,0.5,0.333,0.25,0.286,0.571,0.444,0.5,0.839,0.789,0.813
"Complex information processing, like in a human,  complex consciousness.",复杂的信息处理，比如说人类的信息处理， 伴随着复杂的意识。,"复杂的信息处理,就像人类的复杂意识一样。",50.274,42.115,34.094,28.118,36.096,30.94,53.571,0.6,0.6,0.6,0.273,0.273,0.273,0.533,0.667,0.593,0.838,0.851,0.845
"Simple information processing,  simple consciousness.",简单的信息处理， 伴随着简单的意识。,"简单的信息处理,简单的意识。",74.947,71.543,67.667,63.16,66.574,57.063,23.529,0.625,0.833,0.714,0.5,0.667,0.571,0.7,0.875,0.778,0.863,0.928,0.894
"A really exciting thing is in recent years  a neuroscientist, Giulio Tononi,  has taken this kind of theory  and developed it rigorously  with a mathematical theory.",一件令人很兴奋的事是最近几年 有一个神经科学家，朱利奥·托诺尼 采用了这种理论 并且严格按照数学理论 的方式发展了它。,"令人兴奋的是,近年来,一个神经科学家,朱利奥·托诺尼,采取了这种理论,并严格开发它与一个数学理论。",70.419,54.638,44.8,37.138,35.018,30.016,40,0.517,0.682,0.588,0.226,0.259,0.241,0.469,0.536,0.5,0.85,0.879,0.864
"He has a mathematical measure  of information integration  which he calls phi,  measuring the amount of information  integrated in a system.",他有一个关于信息整合 的数学测量， 他称之为phi， 他用它来测量 一个系统中的信息整合的量。,"他有一個數學測量信息整合,他稱之為 phi,測量整合到一個系統的信息量。",49.937,33.198,22.347,13.071,19.391,14.543,58.537,0.368,0.412,0.389,0.083,0.095,0.089,0.333,0.409,0.367,0.852,0.895,0.873
And he supposes that phi goes along  with consciousness.,他推断phi 是与意识相关的。,而且他假设Pi与意识同行。,41.667,27.524,19.64,14.323,11.985,10.273,75,0.444,0.5,0.471,0.125,0.143,0.133,0.444,0.5,0.471,0.788,0.792,0.79
"So in a human brain,  incredibly large amount of information integration,  high degree of phi,  a whole lot of consciousness.",所以在人类的大脑中， 有着令人难以置信的信息整合量， 高度的phi值， 一大堆的意识。,"因此,在人体大脑中,信息集成量非常大,非高,有大量的意识。",37.924,26.365,17.824,11.241,15.28,13.097,68.421,0.421,0.471,0.444,0.13,0.158,0.143,0.333,0.4,0.364,0.756,0.801,0.778
"In a mouse, medium degree of information integration,  still pretty significant,  pretty serious amount of consciousness.",在老鼠的大脑中，有中度的信息整合量， 但仍然数目庞大， 仍然具有大量的意识。,"在一个老鼠中,信息融入的中等程度,仍然相当显著,相当严重的意识量。",44.272,25.132,12.299,7.295,11.223,9.619,69.444,0.474,0.529,0.5,0.043,0.053,0.048,0.333,0.4,0.364,0.748,0.738,0.743
"But as you go down to worms,  microbes, particles,  the amount of phi falls off.",但是当你将研究目标降至蠕虫、 微生物、粒子， phi的值就会跌落。,"但是,当你下到虫子、微生物、粒子时,非的数量会下降。",54.832,39.54,30.731,25.896,25.821,22.132,58.621,0.45,0.529,0.486,0.2,0.222,0.211,0.476,0.526,0.5,0.806,0.844,0.825
"The amount of information integration falls off,  but it's still non-zero.",信息整合量会跌落， 但不会为零。,"信息集成量正在下降,但它仍然不零。",41.176,22.687,11.971,7.44,8.946,7.668,73.333,0.3,0.273,0.286,0,0,0,0.3,0.273,0.286,0.786,0.77,0.778
"On Tononi's theory,  there's still going to be a non-zero degree  of consciousness.",在托诺尼的理论中， 意识程度 也不会降为零。,"根據Tononi的理論,仍然會有一個非零程度的意識。",33.333,18.257,9.573,5.908,5.821,4.989,90,0.308,0.308,0.308,0,0,0,0.231,0.214,0.222,0.731,0.742,0.737
"In effect, he's proposing a fundamental law  of consciousness: high phi, high consciousness.",事实上，他正在提出这样一个关于意识的 基本定律：phi值越高，意识度也越高。,"事实上,他提出了一个基本的意识法则:高非,高意识。",48.263,30.718,14.01,8.045,17.586,15.073,57.143,0.421,0.571,0.485,0,0,0,0.364,0.5,0.421,0.748,0.835,0.789
"Now, I don't know if this theory is right,  but it's actually perhaps the leading theory right now  in the science of consciousness,  and it's been used to integrate a whole range  of scientific data,  and it does have a nice property that it is in fact simple enough  you can write it on the front of a t-shirt.",现在，我不知道这个理论是否正确， 但是实际上或许它正处于 意识科学的理论前沿， 并且它已经被用于整合 各方面的科学数据， 它还有一个很好的属性就是它足够简单， 简单到你可以将它写在T恤上。,"现在,我不知道这个理论是否正确,但它实际上是现在意识科学的领先理论,它已经被用来整合一系列的科学数据,它有一个好特性,它实际上是简单的,你可以写在前面一个衬衫。",66.732,50.977,40.478,32.882,31.38,26.897,44.318,0.568,0.714,0.633,0.25,0.304,0.275,0.526,0.588,0.556,0.831,0.86,0.845
Another final motivation is that  panpsychism might help us to integrate  consciousness into the physical world.,另外一个最终动机就是 泛心论可以帮助我们 将意识和物理世界相结合。,"另一个最终动机是,心理学可以帮助我们将意识融入物理世界。",73.797,62.68,56.092,50.183,47.051,40.33,32.258,0.688,0.688,0.687,0.467,0.467,0.467,0.688,0.688,0.687,0.889,0.913,0.901
Physicists and philosophers have often observed  that physics is curiously abstract.,物理学家和哲学家经常注意到 物理学是深奥抽象的。,"物理学家和哲学家经常注意到,物理学是好奇的抽象。",87.5,78.019,71.117,65.883,59.274,50.806,17.391,0.917,0.846,0.88,0.545,0.5,0.522,0.833,0.769,0.8,0.934,0.922,0.928
"It describes the structure of reality  using a bunch of equations,  but it doesn't tell us about the reality  that underlies it.",它用一连串的方程式 去描述现实结构， 但是它又不告诉我们 构成它的现实基础。,"它用一堆方程式描述了现实的结构,但它并没有告诉我们它所依据的现实。",68.45,49.152,33.224,18.418,21.615,18.527,45.714,0.556,0.556,0.556,0.1,0.1,0.1,0.571,0.571,0.571,0.853,0.867,0.86
"As Stephen Hawking puts it,  what puts the fire into the equations?",正如史蒂芬·霍金所说， 是什么将火放进方程式的？,"正如史蒂芬·霍金所说的那样,什么会把火放在方程式上?",69.231,60,51.299,45.022,40.041,30.031,39.13,0.643,0.562,0.6,0.308,0.267,0.286,0.571,0.5,0.533,0.9,0.882,0.891
"Well, on the panpsychist view,  you can leave the equations of physics as they are,  but you can take them to be describing  the flux of consciousness.",而在泛心论者看来， 物理方程可以是它现在的样子， 但是你也可以用它来描述 意识的量。,"好吧,在心理学的观点上,你可以放弃物理的方程式,因为它们是,但你可以采取它们来描述意识的流动。",48.936,30.943,20.417,15.521,15.207,13.034,79.487,0.435,0.435,0.435,0.115,0.103,0.109,0.37,0.323,0.345,0.77,0.765,0.767
"That's what physics really is ultimately doing,  describing the flux of consciousness.",这是物理学最终要做的， 描述意识的量。,"这就是物理学最终正在做的事情,描述了意识的流动。",62.5,49.454,38.163,29.851,25.651,21.987,50,0.636,0.5,0.56,0.273,0.214,0.24,0.667,0.533,0.593,0.883,0.827,0.854
"On this view, it's consciousness  that puts the fire into the equations.",用这种观点看来，是意识 将火放到了方程中。,"从这个角度来看,是意识将火投入方程式中。",60,43.529,31.608,24.688,21.043,18.037,50,0.429,0.462,0.444,0.308,0.333,0.32,0.429,0.462,0.444,0.855,0.861,0.858
"On that view, consciousness doesn't dangle  outside the physical world  as some kind of extra.",在那种观点看来，意识 不是晃荡在物质世界之外 的特别的东西。,"从这个角度来看,意识不会在物理世界之外作为某种额外。",46.298,32.076,22.836,14.797,15.141,12.978,60.714,0.333,0.333,0.333,0.062,0.071,0.067,0.294,0.333,0.312,0.761,0.774,0.767
It's there right at its heart.,它存在于物质世界的核心。,它就在他的心中。,37.908,12.815,7.459,5.009,10.417,8.929,66.667,0.375,0.429,0.4,0,0,0,0.375,0.429,0.4,0.672,0.735,0.702
"This view, I think, the panpsychist view,  has the potential to transfigure our relationship  to nature,  and it may have some pretty serious social  and ethical consequences.",我认为，这种泛心论者的观点， 有那种使我们对我们与自然的关系产生改观 的潜能， 并且它可能产生一些相当严重的 社会和伦理方面的后果。,"这个观点,我认为,潘精神观点,有潜力将我们的关系转化为自然,它可能有一些相当严重的社会和道德后果。",50.088,40.008,31.53,24.594,28.737,24.631,56.452,0.533,0.64,0.582,0.216,0.276,0.242,0.421,0.516,0.464,0.802,0.841,0.821
Some of these may be counterintuitive.,它们当中的一些可能是违反直觉的。,其中的一些可能是反直觉的。,73.285,69.632,65.418,60.43,62.969,53.973,25,0.667,0.75,0.706,0.556,0.625,0.588,0.7,0.778,0.737,0.895,0.932,0.913
"I used to think I shouldn't eat anything  which is conscious,  so therefore I should be vegetarian.",我曾经想我不可以 吃任何有意识的东西， 因此我要做一个素食主义者。,"我常常想我不应该吃任何有意识的东西,所以我应该是素食主义者。",67.705,58.199,51.975,46.126,40.806,34.977,35.484,0.588,0.667,0.625,0.412,0.412,0.412,0.611,0.611,0.611,0.91,0.914,0.912
"Now, if you're a panpsychist and you take that view,  you're going to go very hungry.",但是现，如果你是一个泛心论者并且采用这种观点， 你只能挨饿。,"现在,如果你是精神病学家,你看到了这个观点,你会非常饿了。",41.379,24.313,16.36,11.392,11.153,9.56,68.966,0.312,0.333,0.323,0.118,0.111,0.114,0.333,0.3,0.316,0.74,0.75,0.745
"So I think when you think about it,  this tends to transfigure your views,  whereas what matters for ethical purposes  and moral considerations,  not so much the fact of consciousness,  but the degree and the complexity of consciousness.",因此我想当你思考它的时候， 这将会使你有改变观点的倾向， 然而对于伦理目标 和道德考量来说 最重要的不是关于意识的事实， 而是意识的程度和复杂性。,"所以我认为,当你思考它时,这倾向于转化你的观点,而对于道德目的和道德观点来说,重要的是什么,而不是意识的事实,而是意识的程度和复杂性。",69.11,54.696,44.166,36.236,31.799,27.256,45.588,0.583,0.677,0.627,0.279,0.286,0.282,0.556,0.556,0.556,0.858,0.866,0.862
"It's also natural to ask about consciousness in other systems, like computers.",探讨其它系统，比如说电脑中的意识,"此外,在其他系统中,如计算机,也很自然地询问意识。",28,15.275,7.975,4.9,6.056,5.19,118.75,0.333,0.2,0.25,0,0,0,0.333,0.176,0.231,0.792,0.717,0.753
"What about the artificially intelligent system  in the movie ""Her,"" Samantha?",也是一件很自然的事情。 比如说电影《她》中的 人工智能系统萨曼莎是什么情况？,关于电影“她”中的人工智能系统怎么样?,25.814,21.654,18.912,17.144,37.04,27.78,66.667,0.3,0.545,0.387,0.143,0.3,0.194,0.273,0.545,0.364,0.678,0.798,0.733
Is she conscious?,她有意识吗？,她有意识吗?,83.333,81.65,79.37,75.984,59.167,50.714,16.667,0.75,0.75,0.75,0.667,0.667,0.667,0.75,0.75,0.75,0.989,0.989,0.989
"Well, if you take the informational,  panpsychist view,  she certainly has complicated information processing  and integration,  so the answer is very likely yes, she is conscious.",如果你用这种信息性的， 泛心论者的角度来看， 她的确能进行复杂的信息处理 和整合， 所以答案很有可能是“是”，她是有意识的。,"好吧,如果你把信息主义的,心理主义的观点,她肯定有复杂的信息处理和整合,所以答案很可能是,是的,她是意识的。",61.907,48.849,39.983,32.845,30.139,25.833,50,0.517,0.6,0.556,0.278,0.294,0.286,0.526,0.541,0.533,0.825,0.838,0.831
"If that's right, it raises pretty serious  ethical issues about both the ethics of developing intelligent computer systems  and the ethics of turning them off.",如果这个答案正确的话， 那么不管是开发智能计算机系统 或者关闭他们 都会引起严重的伦理问题。,"如果是正确的,它就提出了关于开发智能计算机系统的道德和解除它们的道德的相当严重的道德问题。",51.111,41.742,34.348,27.583,24.156,20.706,62.791,0.391,0.45,0.419,0.136,0.13,0.133,0.348,0.308,0.327,0.76,0.768,0.764
"Finally, you might ask about the consciousness  of whole groups,  the planet.",最后，你可能会询问 集体意识、 行星的意识。,"最后,你可能会问整个团体的意识,这个星球。",61.905,43.095,30.837,20.09,18.875,16.179,55,0.583,0.538,0.56,0.25,0.231,0.24,0.538,0.5,0.519,0.848,0.809,0.828
